,Trend,Retweet,Like,Reply,Start Time
0,#gramswap,1661.345458984375,1341.3818359375,117.30909729003906,2021-04-21 09:13:12+00:00
1,#gms,1661.345458984375,1341.3818359375,117.30909729003906,2021-04-21 09:13:12+00:00
2,#airreplaceable,1541.90087890625,1490.42578125,181.70297241210938,2021-04-20 17:41:53+00:00
3,#gooddaysbaddays,753.5940551757812,350.2574157714844,67.68316650390625,2021-04-21 06:35:01+00:00
4,#top3,742.5940551757812,371.2574157714844,67.68316650390625,2021-04-21 04:00:00+00:00
5,#phemex,726.5940551757812,310.2574157714844,59.68316650390625,2021-04-20 08:10:15+00:00
6,#dogewithphemex,722.5940551757812,312.2574157714844,53.68316650390625,2021-04-20 03:18:01+00:00
7,#phemextrivia,660.5940551757812,248.25741577148438,47.68316650390625,2021-04-21 11:20:01+00:00
8,#visa,626.4059448242188,906.6732788085938,217.65347290039062,2021-04-20 19:04:47+00:00
9,#applepay,626.4059448242188,906.6732788085938,217.65347290039062,2021-04-20 11:11:06+00:00
10,#mastercard,626.4059448242188,906.6732788085938,217.65347290039062,2021-04-21 16:58:37+00:00
11,#mrat,575.0098876953125,273.0,292.089111328125,2021-04-20 03:20:32+00:00
12,#moonrat,575.0098876953125,273.0,292.089111328125,2021-04-20 03:20:32+00:00
13,#build,509.40594482421875,520.6732788085938,188.65347290039062,2021-04-20 09:03:41+00:00
14,#zen,490.6363525390625,510.31817626953125,-17.68182373046875,2021-04-20 17:46:11+00:00
15,#buidl,478.3465270996094,3134.39599609375,179.98019409179688,2021-04-21 01:19:35+00:00
16,#dogetakeover,266.86138916015625,844.6336669921875,60.6435661315918,2021-04-21 02:49:38+00:00
17,#mok,247.54052734375,415.3783874511719,48.97297668457031,2021-04-21 21:36:27+00:00
18,#mocktailfinance,247.54052734375,415.3783874511719,48.97297668457031,2021-04-21 21:36:27+00:00
19,#sololeveling,237.5148468017578,98.34652709960938,138.49505615234375,2021-04-21 21:53:57+00:00
20,#louies,235.5148468017578,193.34652709960938,159.49505615234375,2021-04-21 19:49:03+00:00
21,#bestfanarmy,235.5148468017578,193.34652709960938,159.49505615234375,2021-04-21 19:49:03+00:00
22,#iheartawards,235.5148468017578,193.34652709960938,159.49505615234375,2021-04-21 19:49:03+00:00
23,#mcdonalds,230.5148468017578,-166.65347290039062,21.49505615234375,2021-04-21 08:13:13+00:00
24,#staking,221.54052734375,177.37838745117188,41.97297668457031,2021-04-20 21:30:36+00:00
25,#mocktailswap,221.54052734375,177.37838745117188,41.97297668457031,2021-04-21 20:44:14+00:00
26,#huobiinnohub,162.4554443359375,204.61386108398438,30.069305419921875,2021-04-20 09:22:08+00:00
27,#huobicryptonews,146.4554443359375,208.61386108398438,48.069305419921875,2021-04-21 01:53:53+00:00
28,#kucoinama,143.59405517578125,308.9703063964844,248.31683349609375,2021-04-20 10:30:00+00:00
29,#kucointradingbot,122.59405517578125,241.97030639648438,215.31683349609375,2021-04-20 08:50:15+00:00
30,#web3,121.59405517578125,267.9703063964844,187.31683349609375,2021-04-20 17:34:53+00:00
31,#sources,111.30693054199219,584.7227783203125,1.9801979064941406,2021-04-20 15:38:19+00:00
32,#hodlers,110.66666412353516,124.11111450195312,107.0,2021-04-21 18:43:23+00:00
33,#beyondthemoon,110.66666412353516,124.11111450195312,107.0,2021-04-21 18:43:23+00:00
34,#etp,102.2871322631836,141.3267364501953,50.85148620605469,2021-04-20 06:07:41+00:00
35,#fundsaresafu,97.02381134033203,96.4047622680664,8.5,2021-04-20 16:15:25+00:00
